472,Concatenated Words,https://leetcode-cn.com/problems/concatenated-words/description/,Hard,31.1%,Concatenated Words
473,Matchsticks to Square,https://leetcode-cn.com/problems/matchsticks-to-square/description/,Medium,35.3%,Matchsticks to Square
474,Ones and Zeroes,https://leetcode-cn.com/problems/ones-and-zeroes/description/,Medium,38.7%,Ones and Zeroes
475,Heaters,https://leetcode-cn.com/problems/heaters/description/,Easy,29.8%,Heaters
476,Number Complement,https://leetcode-cn.com/problems/number-complement/description/,Easy,61.2%,Number Complement
477,Total Hamming Distance,https://leetcode-cn.com/problems/total-hamming-distance/description/,Medium,47.5%,Total Hamming Distance
479,Largest Palindrome Product,https://leetcode-cn.com/problems/largest-palindrome-product/description/,Easy,25.7%,Largest Palindrome Product
480,Sliding Window Median,https://leetcode-cn.com/problems/sliding-window-median/description/,Hard,30.8%,Sliding Window Median
481,Magical String,https://leetcode-cn.com/problems/magical-string/description/,Medium,45.7%,Magical String
482,License Key Formatting,https://leetcode-cn.com/problems/license-key-formatting/description/,Easy,39.4%,License Key Formatting
483,Smallest Good Base,https://leetcode-cn.com/problems/smallest-good-base/description/,Hard,34.0%,Smallest Good Base
484,Find Permutation,https://leetcode-cn.com/problems/find-permutation/description/,Medium,55.5%,Find Permutation
485,Max Consecutive Ones,https://leetcode-cn.com/problems/max-consecutive-ones/description/,Easy,53.7%,Max Consecutive Ones
486,Predict the Winner,https://leetcode-cn.com/problems/predict-the-winner/description/,Medium,45.3%,Predict the Winner
487,Max Consecutive Ones II,https://leetcode-cn.com/problems/max-consecutive-ones-ii/description/,Medium,45.5%,Max Consecutive Ones II
488,Zuma Game,https://leetcode-cn.com/problems/zuma-game/description/,Hard,37.1%,Zuma Game
490,The Maze,https://leetcode-cn.com/problems/the-maze/description/,Medium,43.5%,The Maze
491,Increasing Subsequences,https://leetcode-cn.com/problems/increasing-subsequences/description/,Medium,38.9%,Increasing Subsequences
492,Construct the Rectangle,https://leetcode-cn.com/problems/construct-the-rectangle/description/,Easy,48.1%,Construct the Rectangle
493,Reverse Pairs,https://leetcode-cn.com/problems/reverse-pairs/description/,Hard,20.6%,Reverse Pairs
494,Target Sum,https://leetcode-cn.com/problems/target-sum/description/,Medium,43.8%,Target Sum
495,Teemo Attacking,https://leetcode-cn.com/problems/teemo-attacking/description/,Medium,51.5%,Teemo Attacking
496,Next Greater Element I,https://leetcode-cn.com/problems/next-greater-element-i/description/,Easy,56.6%,Next Greater Element I
498,Diagonal Traverse,https://leetcode-cn.com/problems/diagonal-traverse/description/,Medium,45.7%,Diagonal Traverse
499,The Maze III,https://leetcode-cn.com/problems/the-maze-iii/description/,Hard,33.9%,The Maze III
500,Keyboard Row,https://leetcode-cn.com/problems/keyboard-row/description/,Easy,60.1%,Keyboard Row
501,Find Mode in Binary Search Tree,https://leetcode-cn.com/problems/find-mode-in-binary-search-tree/description/,Easy,37.7%,Find Mode in Binary Search Tree
502,IPO,https://leetcode-cn.com/problems/ipo/description/,Hard,36.3%,IPO
503,Next Greater Element II,https://leetcode-cn.com/problems/next-greater-element-ii/description/,Medium,48.0%,Next Greater Element II
504,Base 7,https://leetcode-cn.com/problems/base-7/description/,Easy,43.9%,Base 7
505,The Maze II,https://leetcode-cn.com/problems/the-maze-ii/description/,Medium,38.7%,The Maze II
506,Relative Ranks,https://leetcode-cn.com/problems/relative-ranks/description/,Easy,47.1%,Relative Ranks
507,Perfect Number,https://leetcode-cn.com/problems/perfect-number/description/,Easy,32.5%,Perfect Number
508,Most Frequent Subtree Sum,https://leetcode-cn.com/problems/most-frequent-subtree-sum/description/,Medium,52.3%,Most Frequent Subtree Sum
513,Find Bottom Left Tree Value,https://leetcode-cn.com/problems/find-bottom-left-tree-value/description/,Medium,56.2%,Find Bottom Left Tree Value
514,Freedom Trail,https://leetcode-cn.com/problems/freedom-trail/description/,Hard,39.2%,Freedom Trail
515,Find Largest Value in Each Tree Row,https://leetcode-cn.com/problems/find-largest-value-in-each-tree-row/description/,Medium,55.7%,Find Largest Value in Each Tree Row
516,Longest Palindromic Subsequence,https://leetcode-cn.com/problems/longest-palindromic-subsequence/description/,Medium,43.0%,Longest Palindromic Subsequence
517,Super Washing Machines,https://leetcode-cn.com/problems/super-washing-machines/description/,Hard,36.2%,Super Washing Machines
518,Coin Change 2,https://leetcode-cn.com/problems/coin-change-2/description/,Medium,35.6%,Coin Change 2
520,Detect Capital,https://leetcode-cn.com/problems/detect-capital/description/,Easy,51.9%,Detect Capital
521,Longest Uncommon Subsequence I,https://leetcode-cn.com/problems/longest-uncommon-subsequence-i/description/,Easy,55.7%,Longest Uncommon Subsequence I 
522,Longest Uncommon Subsequence II,https://leetcode-cn.com/problems/longest-uncommon-subsequence-ii/description/,Medium,32.0%,Longest Uncommon Subsequence II
523,Continuous Subarray Sum,https://leetcode-cn.com/problems/continuous-subarray-sum/description/,Medium,23.4%,Continuous Subarray Sum
524,Longest Word in Dictionary through Deleting,https://leetcode-cn.com/problems/longest-word-in-dictionary-through-deleting/description/,Medium,43.3%,Longest Word in Dictionary through Deleting
525,Contiguous Array,https://leetcode-cn.com/problems/contiguous-array/description/,Medium,41.5%,Contiguous Array
526,Beautiful Arrangement,https://leetcode-cn.com/problems/beautiful-arrangement/description/,Medium,53.3%,Beautiful Arrangement
527,Word Abbreviation,https://leetcode-cn.com/problems/word-abbreviation/description/,Hard,44.0%,Word Abbreviation
529,Minesweeper,https://leetcode-cn.com/problems/minesweeper/description/,Medium,49.5%,Minesweeper
530,Minimum Absolute Difference in BST,https://leetcode-cn.com/problems/minimum-absolute-difference-in-bst/description/,Easy,47.7%,Minimum Absolute Difference in BST
531,Lonely Pixel I,https://leetcode-cn.com/problems/lonely-pixel-i/description/,Medium,56.5%,Lonely Pixel I
532,K-diff Pairs in an Array,https://leetcode-cn.com/problems/k-diff-pairs-in-an-array/description/,Easy,28.2%,K-diff Pairs in an Array
533,Lonely Pixel II,https://leetcode-cn.com/problems/lonely-pixel-ii/description/,Medium,45.1%,Lonely Pixel II
535,Encode and Decode TinyURL,https://leetcode-cn.com/problems/encode-and-decode-tinyurl/description/,Medium,74.0%,Encode and Decode TinyURL
536,Construct Binary Tree from String,https://leetcode-cn.com/problems/construct-binary-tree-from-string/description/,Medium,42.6%,Construct Binary Tree from String
537,Complex Number Multiplication,https://leetcode-cn.com/problems/complex-number-multiplication/description/,Medium,63.9%,Complex Number Multiplication
538,Convert BST to Greater Tree,https://leetcode-cn.com/problems/convert-bst-to-greater-tree/description/,Easy,48.5%,Convert BST to Greater Tree
539,Minimum Time Difference,https://leetcode-cn.com/problems/minimum-time-difference/description/,Medium,46.2%,Minimum Time Difference
540,Single Element in a Sorted Array,https://leetcode-cn.com/problems/single-element-in-a-sorted-array/description/,Medium,55.9%,Single Element in a Sorted Array
541,Reverse String II,https://leetcode-cn.com/problems/reverse-string-ii/description/,Easy,43.9%,Reverse String II
542,01 Matrix,https://leetcode-cn.com/problems/01-matrix/description/,Medium,33.0%,01 Matrix
543,Diameter of Binary Tree,https://leetcode-cn.com/problems/diameter-of-binary-tree/description/,Easy,45.0%,Diameter of Binary Tree
544,Output Contest Matches,https://leetcode-cn.com/problems/output-contest-matches/description/,Medium,71.2%,Output Contest Matches
545,Boundary of Binary Tree,https://leetcode-cn.com/problems/boundary-of-binary-tree/description/,Medium,32.6%,Boundary of Binary Tree
546,Remove Boxes,https://leetcode-cn.com/problems/remove-boxes/description/,Hard,36.0%,Remove Boxes
547,Friend Circles,https://leetcode-cn.com/problems/friend-circles/description/,Medium,49.3%,Friend Circles
548,Split Array with Equal Sum,https://leetcode-cn.com/problems/split-array-with-equal-sum/description/,Medium,37.6%,Split Array with Equal Sum
549,Binary Tree Longest Consecutive Sequence II,https://leetcode-cn.com/problems/binary-tree-longest-consecutive-sequence-ii/description/,Medium,43.0%,Binary Tree Longest Consecutive Sequence II
551,Student Attendance Record I,https://leetcode-cn.com/problems/student-attendance-record-i/description/,Easy,44.7%,Student Attendance Record I
552,Student Attendance Record II,https://leetcode-cn.com/problems/student-attendance-record-ii/description/,Hard,31.7%,Student Attendance Record II
553,Optimal Division,https://leetcode-cn.com/problems/optimal-division/description/,Medium,55.1%,Optimal Division
554,Brick Wall,https://leetcode-cn.com/problems/brick-wall/description/,Medium,46.5%,Brick Wall
555,Split Concatenated Strings,https://leetcode-cn.com/problems/split-concatenated-strings/description/,Medium,38.0%,Split Concatenated Strings
556,Next Greater Element III,https://leetcode-cn.com/problems/next-greater-element-iii/description/,Medium,28.9%,Next Greater Element III
557,Reverse Words in a String III,https://leetcode-cn.com/problems/reverse-words-in-a-string-iii/description/,Easy,60.5%,Reverse Words in a String III
560,Subarray Sum Equals K,https://leetcode-cn.com/problems/subarray-sum-equals-k/description/,Medium,39.9%,Subarray Sum Equals K
561,Array Partition I,https://leetcode-cn.com/problems/array-partition-i/description/,Easy,66.5%,Array Partition I
562,Longest Line of Consecutive One in Matrix,https://leetcode-cn.com/problems/longest-line-of-consecutive-one-in-matrix/description/,Medium,41.2%,Longest Line of Consecutive One in Matrix
563,Binary Tree Tilt,https://leetcode-cn.com/problems/binary-tree-tilt/description/,Easy,47.0%,Binary Tree Tilt
564,Find the Closest Palindrome,https://leetcode-cn.com/problems/find-the-closest-palindrome/description/,Hard,17.1%,Find the Closest Palindrome
565,Array Nesting,https://leetcode-cn.com/problems/array-nesting/description/,Medium,49.5%,Array Nesting
566,Reshape the Matrix,https://leetcode-cn.com/problems/reshape-the-matrix/description/,Easy,57.6%,Reshape the Matrix
567,Permutation in String,https://leetcode-cn.com/problems/permutation-in-string/description/,Medium,36.2%,Permutation in String
568,Maximum Vacation Days,https://leetcode-cn.com/problems/maximum-vacation-days/description/,Hard,36.6%,Maximum Vacation Days
569,Median Employee Salary,https://leetcode-cn.com/problems/median-employee-salary/description/,Hard,38.9%,Median Employee Salary
570,Managers with at Least 5 Direct Reports,https://leetcode-cn.com/problems/managers-with-at-least-5-direct-reports/description/,Medium,58.0%,Managers with at Least 5 Direct Reports
571,Find Median Given Frequency of Numbers,https://leetcode-cn.com/problems/find-median-given-frequency-of-numbers/description/,Hard,42.4%,Find Median Given Frequency of Numbers
572,Subtree of Another Tree,https://leetcode-cn.com/problems/subtree-of-another-tree/description/,Easy,40.2%,Subtree of Another Tree
573,Squirrel Simulation,https://leetcode-cn.com/problems/squirrel-simulation/description/,Medium,52.4%,Squirrel Simulation
574,Winning Candidate,https://leetcode-cn.com/problems/winning-candidate/description/,Medium,34.1%,Winning Candidate
575,Distribute Candies,https://leetcode-cn.com/problems/distribute-candies/description/,Easy,58.1%,Distribute Candies
576,Out of Boundary Paths,https://leetcode-cn.com/problems/out-of-boundary-paths/description/,Medium,30.6%,Out of Boundary Paths
577,Employee Bonus,https://leetcode-cn.com/problems/employee-bonus/description/,Easy,50.3%,Employee Bonus
578,Get Highest Answer Rate Question,https://leetcode-cn.com/problems/get-highest-answer-rate-question/description/,Medium,30.0%,Get Highest Answer Rate Question
579,Find Cumulative Salary of an Employee,https://leetcode-cn.com/problems/find-cumulative-salary-of-an-employee/description/,Hard,29.6%,Find Cumulative Salary of an Employee
580,Count Student Number in Departments,https://leetcode-cn.com/problems/count-student-number-in-departments/description/,Medium,39.1%,Count Student Number in Departments
581,Shortest Unsorted Continuous Subarray,https://leetcode-cn.com/problems/shortest-unsorted-continuous-subarray/description/,Easy,29.4%,Shortest Unsorted Continuous Subarray
582,Kill Process,https://leetcode-cn.com/problems/kill-process/description/,Medium,51.3%,Kill Process
583,Delete Operation for Two Strings,https://leetcode-cn.com/problems/delete-operation-for-two-strings/description/,Medium,44.7%,Delete Operation for Two Strings
584,Find Customer Referee,https://leetcode-cn.com/problems/find-customer-referee/description/,Easy,62.3%,Find Customer Referee
585,Investments in 2016,https://leetcode-cn.com/problems/investments-in-2016/description/,Medium,45.1%,Investments in 2016
586,Customer Placing the Largest Number of Orders,https://leetcode-cn.com/problems/customer-placing-the-largest-number-of-orders/description/,Easy,60.8%,Customer Placing the Largest Number of Orders
587,Erect the Fence,https://leetcode-cn.com/problems/erect-the-fence/description/,Hard,33.7%,Erect the Fence
588,Design In-Memory File System,https://leetcode-cn.com/problems/design-in-memory-file-system/description/,Hard,36.0%,Design In-Memory File System
591,Tag Validator,https://leetcode-cn.com/problems/tag-validator/description/,Hard,30.9%,Tag Validator
592,Fraction Addition and Subtraction,https://leetcode-cn.com/problems/fraction-addition-and-subtraction/description/,Medium,46.1%,Fraction Addition and Subtraction
593,Valid Square,https://leetcode-cn.com/problems/valid-square/description/,Medium,40.0%,Valid Square
594,Longest Harmonious Subsequence,https://leetcode-cn.com/problems/longest-harmonious-subsequence/description/,Easy,41.2%,Longest Harmonious Subsequence
595,Big Countries,https://leetcode-cn.com/problems/big-countries/description/,Easy,71.6%,Big Countries
596,Classes More Than 5 Students,https://leetcode-cn.com/problems/classes-more-than-5-students/description/,Easy,31.3%,Classes More Than 5 Students
597,Friend Requests I: Overall Acceptance Rate,https://leetcode-cn.com/problems/friend-requests-i-overall-acceptance-rate/description/,Easy,37.7%,Friend Requests I: Overall Acceptance Rate
598,Range Addition II,https://leetcode-cn.com/problems/range-addition-ii/description/,Easy,48.0%,Range Addition II
599,Minimum Index Sum of Two Lists,https://leetcode-cn.com/problems/minimum-index-sum-of-two-lists/description/,Easy,46.4%,Minimum Index Sum of Two Lists
600,Non-negative Integers without Consecutive Ones,https://leetcode-cn.com/problems/non-negative-integers-without-consecutive-ones/description/,Hard,31.8%,Non-negative Integers without Consecutive Ones
601,Human Traffic of Stadium,https://leetcode-cn.com/problems/human-traffic-of-stadium/description/,Hard,33.3%,Human Traffic of Stadium
602,Friend Requests II: Who Has the Most Friends,https://leetcode-cn.com/problems/friend-requests-ii-who-has-the-most-friends/description/,Medium,42.3%,Friend Requests II: Who Has the Most Friends
603,Consecutive Available Seats,https://leetcode-cn.com/problems/consecutive-available-seats/description/,Easy,53.6%,Consecutive Available Seats
604,Design Compressed String Iterator,https://leetcode-cn.com/problems/design-compressed-string-iterator/description/,Easy,33.3%,Design Compressed String Iterator
605,Can Place Flowers,https://leetcode-cn.com/problems/can-place-flowers/description/,Easy,30.1%,Can Place Flowers
606,Construct String from Binary Tree,https://leetcode-cn.com/problems/construct-string-from-binary-tree/description/,Easy,49.9%,Construct String from Binary Tree
607,Sales Person,https://leetcode-cn.com/problems/sales-person/description/,Easy,51.2%,Sales Person
608,Tree Node,https://leetcode-cn.com/problems/tree-node/description/,Medium,54.4%,Tree Node
609,Find Duplicate File in System,https://leetcode-cn.com/problems/find-duplicate-file-in-system/description/,Medium,52.4%,Find Duplicate File in System
610,Triangle Judgement,https://leetcode-cn.com/problems/triangle-judgement/description/,Easy,58.2%,Triangle Judgement
611,Valid Triangle Number,https://leetcode-cn.com/problems/valid-triangle-number/description/,Medium,42.0%,Valid Triangle Number
612,Shortest Distance in a Plane,https://leetcode-cn.com/problems/shortest-distance-in-a-plane/description/,Medium,51.3%,Shortest Distance in a Plane
613,Shortest Distance in a Line,https://leetcode-cn.com/problems/shortest-distance-in-a-line/description/,Easy,70.0%,Shortest Distance in a Line
614,Second Degree Follower,https://leetcode-cn.com/problems/second-degree-follower/description/,Medium,23.3%,Second Degree Follower
615,Average Salary: Departments VS Company,https://leetcode-cn.com/problems/average-salary-departments-vs-company/description/,Hard,33.0%,Average Salary: Departments VS Company
616,Add Bold Tag in String,https://leetcode-cn.com/problems/add-bold-tag-in-string/description/,Medium,38.1%,Add Bold Tag in String
617,Merge Two Binary Trees,https://leetcode-cn.com/problems/merge-two-binary-trees/description/,Easy,67.6%,Merge Two Binary Trees
618,Students Report By Geography,https://leetcode-cn.com/problems/students-report-by-geography/description/,Hard,40.9%,Students Report By Geography
619,Biggest Single Number,https://leetcode-cn.com/problems/biggest-single-number/description/,Easy,36.1%,Biggest Single Number
620,Not Boring Movies,https://leetcode-cn.com/problems/not-boring-movies/description/,Easy,59.3%,Not Boring Movies
621,Task Scheduler,https://leetcode-cn.com/problems/task-scheduler/description/,Medium,42.4%,Task Scheduler
623,Add One Row to Tree,https://leetcode-cn.com/problems/add-one-row-to-tree/description/,Medium,46.2%,Add One Row to Tree
624,Maximum Distance in Arrays,https://leetcode-cn.com/problems/maximum-distance-in-arrays/description/,Easy,35.5%,Maximum Distance in Arrays
625,Minimum Factorization,https://leetcode-cn.com/problems/minimum-factorization/description/,Medium,31.2%,Minimum Factorization
626,Exchange Seats,https://leetcode-cn.com/problems/exchange-seats/description/,Medium,48.7%,Exchange Seats
627,Swap Salary,https://leetcode-cn.com/problems/swap-salary/description/,Easy,67.1%,Swap Salary
628,Maximum Product of Three Numbers,https://leetcode-cn.com/problems/maximum-product-of-three-numbers/description/,Easy,44.7%,Maximum Product of Three Numbers
629,K Inverse Pairs Array,https://leetcode-cn.com/problems/k-inverse-pairs-array/description/,Hard,27.5%,K Inverse Pairs Array
630,Course Schedule III,https://leetcode-cn.com/problems/course-schedule-iii/description/,Hard,29.5%,Course Schedule III
631,Design Excel Sum Formula,https://leetcode-cn.com/problems/design-excel-sum-formula/description/,Hard,27.7%,Design Excel Sum Formula
632,Smallest Range,https://leetcode-cn.com/problems/smallest-range/description/,Hard,42.1%,Smallest Range
633,Sum of Square Numbers,https://leetcode-cn.com/problems/sum-of-square-numbers/description/,Easy,32.4%,Sum of Square Numbers
634,Find the Derangement of An Array,https://leetcode-cn.com/problems/find-the-derangement-of-an-array/description/,Medium,35.9%,Find the Derangement of An Array
635,Design Log Storage System,https://leetcode-cn.com/problems/design-log-storage-system/description/,Medium,49.6%,Design Log Storage System
636,Exclusive Time of Functions,https://leetcode-cn.com/problems/exclusive-time-of-functions/description/,Medium,44.5%,Exclusive Time of Functions
637,Average of Levels in Binary Tree,https://leetcode-cn.com/problems/average-of-levels-in-binary-tree/description/,Easy,56.0%,Average of Levels in Binary Tree
638,Shopping Offers,https://leetcode-cn.com/problems/shopping-offers/description/,Medium,45.8%,Shopping Offers
639,Decode Ways II,https://leetcode-cn.com/problems/decode-ways-ii/description/,Hard,24.4%,Decode Ways II
640,Solve the Equation,https://leetcode-cn.com/problems/solve-the-equation/description/,Medium,38.8%,Solve the Equation
642,Design Search Autocomplete System,https://leetcode-cn.com/problems/design-search-autocomplete-system/description/,Hard,30.4%,Design Search Autocomplete System
643,Maximum Average Subarray I,https://leetcode-cn.com/problems/maximum-average-subarray-i/description/,Easy,37.7%,Maximum Average Subarray I
644,Maximum Average Subarray II,https://leetcode-cn.com/problems/maximum-average-subarray-ii/description/,Hard,25.1%,Maximum Average Subarray II
645,Set Mismatch,https://leetcode-cn.com/problems/set-mismatch/description/,Easy,39.6%,Set Mismatch
646,Maximum Length of Pair Chain,https://leetcode-cn.com/problems/maximum-length-of-pair-chain/description/,Medium,47.4%,Maximum Length of Pair Chain
647,Palindromic Substrings,https://leetcode-cn.com/problems/palindromic-substrings/description/,Medium,54.5%,Palindromic Substrings
648,Replace Words,https://leetcode-cn.com/problems/replace-words/description/,Medium,48.3%,Replace Words
649,Dota2 Senate,https://leetcode-cn.com/problems/dota2-senate/description/,Medium,36.7%,Dota2 Senate
650,2 Keys Keyboard,https://leetcode-cn.com/problems/2-keys-keyboard/description/,Medium,45.1%,2 Keys Keyboard
651,4 Keys Keyboard,https://leetcode-cn.com/problems/4-keys-keyboard/description/,Medium,49.5%,4 Keys Keyboard
652,Find Duplicate Subtrees,https://leetcode-cn.com/problems/find-duplicate-subtrees/description/,Medium,37.2%,Find Duplicate Subtrees
653,Two Sum IV - Input is a BST,https://leetcode-cn.com/problems/two-sum-iv-input-is-a-bst/description/,Easy,50.1%,Two Sum IV - Input is a BST
654,Maximum Binary Tree,https://leetcode-cn.com/problems/maximum-binary-tree/description/,Medium,70.2%,Maximum Binary Tree
655,Print Binary Tree,https://leetcode-cn.com/problems/print-binary-tree/description/,Medium,49.1%,Print Binary Tree
656,Coin Path,https://leetcode-cn.com/problems/coin-path/description/,Hard,25.5%,Coin Path
657,Judge Route Circle,https://leetcode-cn.com/problems/judge-route-circle/description/,Easy,68.4%,Judge Route Circle
658,Find K Closest Elements,https://leetcode-cn.com/problems/find-k-closest-elements/description/,Medium,34.8%,Find K Closest Elements
659,Split Array into Consecutive Subsequences,https://leetcode-cn.com/problems/split-array-into-consecutive-subsequences/description/,Medium,37.0%,Split Array into Consecutive Subsequences
660,Remove 9,https://leetcode-cn.com/problems/remove-9/description/,Hard,49.5%,Remove 9
661,Image Smoother,https://leetcode-cn.com/problems/image-smoother/description/,Easy,46.4%,Image Smoother
662,Maximum Width of Binary Tree,https://leetcode-cn.com/problems/maximum-width-of-binary-tree/description/,Medium,38.2%,Maximum Width of Binary Tree
663,Equal Tree Partition,https://leetcode-cn.com/problems/equal-tree-partition/description/,Medium,36.3%,Equal Tree Partition
664,Strange Printer,https://leetcode-cn.com/problems/strange-printer/description/,Hard,34.4%,Strange Printer
665,Non-decreasing Array,https://leetcode-cn.com/problems/non-decreasing-array/description/,Easy,20.1%,Non-decreasing Array
666,Path Sum IV,https://leetcode-cn.com/problems/path-sum-iv/description/,Medium,50.5%,Path Sum IV
667,Beautiful Arrangement II,https://leetcode-cn.com/problems/beautiful-arrangement-ii/description/,Medium,51.3%,Beautiful Arrangement II
668,Kth Smallest Number in Multiplication Table,https://leetcode-cn.com/problems/kth-smallest-number-in-multiplication-table/description/,Hard,40.6%,Kth Smallest Number in Multiplication Table
669,Trim a Binary Search Tree,https://leetcode-cn.com/problems/trim-a-binary-search-tree/description/,Easy,58.1%,Trim a Binary Search Tree
670,Maximum Swap,https://leetcode-cn.com/problems/maximum-swap/description/,Medium,38.7%,Maximum Swap
671,Second Minimum Node In a Binary Tree,https://leetcode-cn.com/problems/second-minimum-node-in-a-binary-tree/description/,Easy,41.9%,Second Minimum Node In a Binary Tree
672,Bulb Switcher II,https://leetcode-cn.com/problems/bulb-switcher-ii/description/,Medium,49.6%,Bulb Switcher II
673,Number of Longest Increasing Subsequence,https://leetcode-cn.com/problems/number-of-longest-increasing-subsequence/description/,Medium,31.8%,Number of Longest Increasing Subsequence
674,Longest Continuous Increasing Subsequence,https://leetcode-cn.com/problems/longest-continuous-increasing-subsequence/description/,Easy,42.6%,Longest Continuous Increasing Subsequence
675,Cut Off Trees for Golf Event,https://leetcode-cn.com/problems/cut-off-trees-for-golf-event/description/,Hard,26.9%,Cut Off Trees for Golf Event
676,Implement Magic Dictionary,https://leetcode-cn.com/problems/implement-magic-dictionary/description/,Medium,49.1%,Implement Magic Dictionary
677,Map Sum Pairs,https://leetcode-cn.com/problems/map-sum-pairs/description/,Medium,51.2%,Map Sum Pairs
678,Valid Parenthesis String,https://leetcode-cn.com/problems/valid-parenthesis-string/description/,Medium,29.7%,Valid Parenthesis String
679,24 Game,https://leetcode-cn.com/problems/24-game/description/,Hard,38.7%,24 Game
680,Valid Palindrome II,https://leetcode-cn.com/problems/valid-palindrome-ii/description/,Easy,32.3%,Valid Palindrome II
681,Next Closest Time,https://leetcode-cn.com/problems/next-closest-time/description/,Medium,41.6%,Next Closest Time
682,Baseball Game,https://leetcode-cn.com/problems/baseball-game/description/,Easy,58.3%,Baseball Game
683,K Empty Slots,https://leetcode-cn.com/problems/k-empty-slots/description/,Hard,33.7%,K Empty Slots
684,Redundant Connection,https://leetcode-cn.com/problems/redundant-connection/description/,Medium,44.1%,Redundant Connection
685,Redundant Connection II,https://leetcode-cn.com/problems/redundant-connection-ii/description/,Hard,27.7%,Redundant Connection II
686,Repeated String Match,https://leetcode-cn.com/problems/repeated-string-match/description/,Easy,31.8%,Repeated String Match
687,Longest Univalue Path,https://leetcode-cn.com/problems/longest-univalue-path/description/,Easy,32.8%,Longest Univalue Path
688,Knight Probability in Chessboard,https://leetcode-cn.com/problems/knight-probability-in-chessboard/description/,Medium,40.2%,Knight Probability in Chessboard
689,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode-cn.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description/,Hard,41.2%,Maximum Sum of 3 Non-Overlapping Subarrays
690,Employee Importance,https://leetcode-cn.com/problems/employee-importance/description/,Easy,51.7%,Employee Importance
691,Stickers to Spell Word,https://leetcode-cn.com/problems/stickers-to-spell-word/description/,Hard,34.9%,Stickers to Spell Word
692,Top K Frequent Words,https://leetcode-cn.com/problems/top-k-frequent-words/description/,Medium,41.4%,Top K Frequent Words
693,Binary Number with Alternating Bits,https://leetcode-cn.com/problems/binary-number-with-alternating-bits/description/,Easy,55.9%,Binary Number with Alternating Bits
694,Number of Distinct Islands,https://leetcode-cn.com/problems/number-of-distinct-islands/description/,Medium,45.0%,Number of Distinct Islands
695,Max Area of Island,https://leetcode-cn.com/problems/max-area-of-island/description/,Easy,52.0%,Max Area of Island
696,Count Binary Substrings,https://leetcode-cn.com/problems/count-binary-substrings/description/,Easy,50.8%,Count Binary Substrings
697,Degree of an Array,https://leetcode-cn.com/problems/degree-of-an-array/description/,Easy,47.0%,Degree of an Array
698,Partition to K Equal Sum Subsets,https://leetcode-cn.com/problems/partition-to-k-equal-sum-subsets/description/,Medium,37.8%,Partition to K Equal Sum Subsets
699,Falling Squares,https://leetcode-cn.com/problems/falling-squares/description/,Hard,37.5%,Falling Squares
711,Number of Distinct Islands II,https://leetcode-cn.com/problems/number-of-distinct-islands-ii/description/,Hard,41.6%,Number of Distinct Islands II
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode-cn.com/problems/minimum-ascii-delete-sum-for-two-strings/description/,Medium,51.5%,Minimum ASCII Delete Sum for Two Strings
713,Subarray Product Less Than K,https://leetcode-cn.com/problems/subarray-product-less-than-k/description/,Medium,33.3%,Subarray Product Less Than K
714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/description/,Medium,46.4%,Best Time to Buy and Sell Stock with Transaction Fee
715,Range Module,https://leetcode-cn.com/problems/range-module/description/,Hard,31.2%,Range Module
716,Max Stack,https://leetcode-cn.com/problems/max-stack/description/,Hard,37.1%,Max Stack
717,1-bit and 2-bit Characters,https://leetcode-cn.com/problems/1-bit-and-2-bit-characters/description/,Easy,49.3%,1-bit and 2-bit Characters
718,Maximum Length of Repeated Subarray,https://leetcode-cn.com/problems/maximum-length-of-repeated-subarray/description/,Medium,41.6%,Maximum Length of Repeated Subarray
719,Find K-th Smallest Pair Distance,https://leetcode-cn.com/problems/find-k-th-smallest-pair-distance/description/,Hard,27.6%,Find K-th Smallest Pair Distance
720,Longest Word in Dictionary,https://leetcode-cn.com/problems/longest-word-in-dictionary/description/,Easy,41.6%,Longest Word in Dictionary
721,Accounts Merge,https://leetcode-cn.com/problems/accounts-merge/description/,Medium,33.3%,Accounts Merge
722,Remove Comments,https://leetcode-cn.com/problems/remove-comments/description/,Medium,27.9%,Remove Comments
723,Candy Crush,https://leetcode-cn.com/problems/candy-crush/description/,Medium,55.2%,Candy Crush
724,Find Pivot Index,https://leetcode-cn.com/problems/find-pivot-index/description/,Easy,39.5%,Find Pivot Index
725,Split Linked List in Parts,https://leetcode-cn.com/problems/split-linked-list-in-parts/description/,Medium,46.9%,Split Linked List in Parts
726,Number of Atoms,https://leetcode-cn.com/problems/number-of-atoms/description/,Hard,43.5%,Number of Atoms
727,Minimum Window Subsequence,https://leetcode-cn.com/problems/minimum-window-subsequence/description/,Hard,30.8%,Minimum Window Subsequence
728,Self Dividing Numbers,https://leetcode-cn.com/problems/self-dividing-numbers/description/,Easy,66.8%,Self Dividing Numbers
729,My Calendar I,https://leetcode-cn.com/problems/my-calendar-i/description/,Medium,42.4%,My Calendar I
730,Count Different Palindromic Subsequences,https://leetcode-cn.com/problems/count-different-palindromic-subsequences/description/,Hard,35.0%,Count Different Palindromic Subsequences
